Channel Link,Channel Name,Channel Icon,Affinity Index,Power of Influence,Views,Users,Age,Gender
https://www.youtube.com/channel/UCWphjEePrzIrRA5mwcOt_4Q,Grim,https://yt3.ggpht.com/ytc/AKedOLQ2Q8klNTvWJMl8tMOX2Ywc-BRrL2u5rvE7R9zaZQ=s88-c-k-c0x00ffffff-no-rj,100,1,2000,1000,18-24 : 100.0%,Male : 100.0%
https://www.youtube.com/channel/UCXMGxZAk3PAzm04lKwk-vCA,Java Discover | Free Global Documentaries & Clips,https://yt3.ggpht.com/3EfrHLcPzbEY6rKFcnNPmgCfm9hNc28xLiDlhXlX7X-_ZDGjcqBmDnRjUJfLEJkNYCRe143l6A=s88-c-k-c0x00ffffff-no-rj,100,1,1000,1000,,
https://www.youtube.com/channel/UCgIWdb21hr1bJxwKLHn1vkQ,Ahmad Danial,https://yt3.ggpht.com/ytc/AKedOLQuxPxa5BZVrB6aHkIEMGthGrQjqv76QcUTQ7sciA=s88-c-k-c0x00ffffff-no-rj,100,1,1000,1000,,
https://www.youtube.com/channel/UCl4R4M9YVfYjjPmILU2Ie1A,1420,https://yt3.ggpht.com/ytc/AKedOLRie7vdsV1mnq3MX7FQkdii3eRc3tdJ2Dy82NGzPg=s88-c-k-c0x00ffffff-no-rj,100,1,1000,1000,,
https://www.youtube.com/channel/UClAV5ewT8PMbVkHkvsAAgFA,Samir Matini,https://yt3.ggpht.com/ytc/AKedOLR6b_81_335JtxjCs-1g-0vwMuNG4RCUGNfe-vXZw=s88-c-k-c0x00ffffff-no-rj,100,1,3000,1000,"25-34 : 18.1%
18-24 : 34.2%
Unknown : 6.5%
55-64 : 9.7%
35-44 : 14.8%
65+ : 10.3%
45-54 : 6.5%","Unknown : 6.5%
Female : 5.2%
Male : 88.4%"
https://www.youtube.com/channel/UClZ5L3WaEnQE0eERGMtmhlA,TradeIQ,https://yt3.ggpht.com/mBBy9YkADia1BajECm7IogDtYCRD9WqTSPalQYcUY70i3dtkGlHaMglE-ASas6Ob816pIq4g=s88-c-k-c0x00ffffff-no-rj,100,1,3000,1000,,
https://www.youtube.com/channel/UCrQuRkF26rlBn8HNsmWjasQ,Ghazi Crypto,https://yt3.ggpht.com/ytc/AKedOLTfMY33-wLjx92J8ikWE90XKYTe6ooTrY_jiuRo=s88-c-k-c0x00ffffff-no-rj,100,1,6000,1000,,
https://www.youtube.com/channel/UCwSY_443UDQfT1exaETd5hw,RATATA POWER Turkish,https://yt3.ggpht.com/W8ZDY-qps74xKH5ftzGpfMahtsS2w-Yv_6PC4QRqh8K_oRp4T9nd10w-4RX3rB2B-ooeZ1XWTw=s88-c-k-c0x00ffffff-no-rj,100,1,2000,1000,"25-34 : 32.8%
18-24 : 17.8%
Unknown : 3.6%
55-64 : 2.4%
35-44 : 37.3%
45-54 : 6.2%","Female : 57.1%
Male : 42.9%"
https://www.youtube.com/channel/UCxlbio8OLropu-jNeomDnuw,ТУРЕЦКИЕ АКТЁРЫ,https://yt3.ggpht.com/MdWHzr6WU6LzUK8pWf7ZdvmC22stIT4mS5QR1H7hHzQwbQBHzorqq8kc1LQc-xxgJtj-DV7xtA=s88-c-k-c0x00ffffff-no-rj,67,1,4000,3000,"25-34 : 33.3%
35-44 : 38.1%
45-54 : 28.6%",Female : 100.0%
https://www.youtube.com/channel/UC-08FfiuOa8Swp8NQX_lrRw,مستثمر العملة الرقمية بيتكوين,https://yt3.ggpht.com/349_StE6JcnQ6FSoJCUz9hd6lCtVpxlVT2eYTBrtYBkzMxlwX_gW5xzHdSRfGi4bx0iHZEF2=s88-c-k-c0x00ffffff-no-rj,100,0,3000,450,,
https://www.youtube.com/channel/UC-3e3hAUhDV2lwcoQGD2grg,Simon Sez IT,https://yt3.ggpht.com/ytc/AKedOLQlYDkDN84uStQTsDFG5rLvq5zThQLwaeX_m2FhlA=s88-c-k-c0x00ffffff-no-rj,100,0,1000,150,,
https://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ,AJ+ كبريت,https://yt3.ggpht.com/ytc/AKedOLT3MAbemh_B3HNQiWjj7eIc2FcYf63xqPkGTsCiCg=s88-c-k-c0x00ffffff-no-rj,0,0,1000,1000,"25-34 : 64.5%
18-24 : 35.5%",Male : 100.0%
https://www.youtube.com/channel/UC-Pd_3rejYcns7Av_jkbqnA,Wise Fox,https://yt3.ggpht.com/TXimMJhAOoMXM9HZdzFXMC_nxGIRDlxdm4qUmvzwI4qJkIrTxBXbooSvu4PxgM55ala7dAnRBQ=s88-c-k-c0x00ffffff-no-rj,2,0,150,150,,
https://www.youtube.com/channel/UC-_T4KGimo6R9ukkJp_uH4Q,علي هادي علي,https://yt3.ggpht.com/3cc7i5qvV46wKyWhPuapS_Bkgyue7A-RJzjink96xED7Wb3crkXPbS6FJd8yq7VDrv6fyLdx9kQ=s88-c-k-c0x00ffffff-no-rj,2,0,100,100,,
https://www.youtube.com/channel/UC-foVXgLyWLtaxGQyVgSl9A,LEPAO FREE FIRE,https://yt3.ggpht.com/ytc/AKedOLTpP5AIrYQvOieISRG5qofhPmKJ5bohFEjjkV48=s88-c-k-c0x00ffffff-no-rj,2,0,450,250,,
https://www.youtube.com/channel/UC-iIw4aTXsWarzQoKnGsZIw,Online Trading Signals ( Scalping Channel ),https://yt3.ggpht.com/9Czw7_M6LhGheFWvEBL6I64PmixRLGU7v6aokKCNMB5WwaDrP12hWXeIYD8T9PcKV7tFwItgcCQ=s88-c-k-c0x00ffffff-no-rj,100,0,3000,450,,
https://www.youtube.com/channel/UC-mc536c9OWVuq7gSWzqJJA,Nguyễn Tiến Quỳnh,https://yt3.ggpht.com/bow-4fW-8hcczXpfg41GYcSgTAf5fzFUdMndmxYFGJmffX5jBk-xezFDUKlP2d3LvPnV8_25JJg=s88-c-k-c0x00ffffff-no-rj,100,0,2000,300,,
https://www.youtube.com/channel/UC03jtg6Imz882ZCPnB7bZ0w,5 분 Tricks,https://yt3.ggpht.com/ytc/AKedOLTG4Rzb1IYQIWG1LHK5o7ydp9bDRvyLU5kLDGIg=s88-c-k-c0x00ffffff-no-rj,1,0,2000,1000,"25-34 : 37.4%
18-24 : 13.8%
Unknown : 0.9%
55-64 : 3.6%
35-44 : 37.6%
45-54 : 6.7%","Female : 59.8%
Male : 40.2%"
https://www.youtube.com/channel/UC06gryP1oTCGEWbNW8pfIRA,TribunJatim Official,https://yt3.ggpht.com/ytc/AKedOLQqwAr0m8GdWJTmzwgFWQ1eNQTvlpxqso4ZJI0DpA=s88-c-k-c0x00ffffff-no-rj,10,0,100,100,,
https://www.youtube.com/channel/UC0QHWhjbe5fGJEPz3sVb6nw,Doctor Mike,https://yt3.ggpht.com/ytc/AKedOLTGMbqmRXYj-UFKQgCUozjv4VLCdxL2hNCMy4p_eA=s88-c-k-c0x00ffffff-no-rj,0,0,100,100,18-24 : 100.0%,"Female : 45.5%
Male : 54.5%"
https://www.youtube.com/channel/UC0R-SCT5U0LsCvZq_dgXnfQ,عبدالله سعود الشمري 《 ToP SpacE》,https://yt3.ggpht.com/28aWpG348gYSsiovIWeaq3uFbKsAnlLRP6b_pGbgMiaXppOHlfDJsTYMKw-ugoya_4f4CGv_yg=s88-c-k-c0x00ffffff-no-rj,10,0,100,100,,
https://www.youtube.com/channel/UC0XppCn0-2DeM-FrJvckrWw,Chaimae Belkhir,https://yt3.ggpht.com/tkAjJ5lbFmQv8oXtZgCpqiw0KDmv1WLegQmrGxoBKE8De2z3yYvzKbn3xVDz8Qf_lxZIqZM0z8c=s88-c-k-c0x00ffffff-no-rj,40,0,400,100,,
https://www.youtube.com/channel/UC0aRDL9lZVG1sklT1We0OlQ,•Officially Iko•,https://yt3.ggpht.com/TeazeLJT4348lcK2Gb3brqiuybbdwTEel1NaljJCYSC9CYXbVGnQa-ABMQ_tqyPvyyiNPStRNw=s88-c-k-c0x00ffffff-no-rj,3,0,100,100,,
https://www.youtube.com/channel/UC0eqqV7viCLfcT39SphmHBQ,Kanal 7,https://yt3.ggpht.com/ytc/AKedOLQoSo6DBTb8DZ2lfHqjRyZ2zmQV9VpRumVrlOxOXw=s88-c-k-c0x00ffffff-no-rj,14,0,1000,150,"25-34 : 25.9%
18-24 : 18.9%
Unknown : 3.6%
55-64 : 9.0%
35-44 : 23.2%
65+ : 4.1%
45-54 : 15.3%","Unknown : 1.3%
Female : 49.0%
Male : 49.7%"
https://www.youtube.com/channel/UC0iOj9jqaHPMSvspiswzoDw,Roplex Gaming,https://yt3.ggpht.com/ytc/AKedOLQrAHvszGT8UaGjJ41HvPiqX2R9xvk_sNVT76B-tw=s88-c-k-c0x00ffffff-no-rj,20,0,1000,150,,
https://www.youtube.com/channel/UC0lOnrUKf6doo-0JSOxb6DQ,Gloss Musik GmbH,https://yt3.ggpht.com/ytc/AKedOLTtVdAk1Z8r2d5EhAfCKTerEKEmwVctyC3RRjuXXg=s88-c-k-c0x00ffffff-no-rj,10,0,100,100,"25-34 : 36.9%
18-24 : 42.6%
35-44 : 20.5%","Female : 64.8%
Male : 35.2%"
https://www.youtube.com/channel/UC0wZCfc_MrZfhGdBipaArXw,حسوني للشروحات Hassouni explanations,https://yt3.ggpht.com/0WZTAlcrS8soyYGn4iLVKdRXKGQrsrDOHyFLaCiRzq5i2qvnlIvuMrZ3GhDK-3r2d4yu2-VHCw=s88-c-k-c0x00ffffff-no-rj,20,0,1000,150,,
https://www.youtube.com/channel/UC17BtGI5N6p5WbIOzFzAFpg,FishyBlox,https://yt3.ggpht.com/ytc/AKedOLR33WykqBsyWQ0NUoRKjgbMJAndcmlhU0KnKEHB2A=s88-c-k-c0x00ffffff-no-rj,21,0,3000,1000,,
https://www.youtube.com/channel/UC1WAe6YPxu3pISVbZlmaU7g,Khalil M Hasno \ خليل حسنو,https://yt3.ggpht.com/eC4CyeJy3DOTCmorBNoD4Fp_pXk_d03_PCI2t6n0GgVug8HHEMT-MzTfVuZgsSdxEsbLHIe1=s88-c-k-c0x00ffffff-no-rj,30,0,300,150,,
https://www.youtube.com/channel/UC1cmrWrFC3w7EktsbTqWWng,essam fouad,https://yt3.ggpht.com/mbIUqVPYiJ0McL8Mc3T7SQE-cjwAZza5M8h3mtlcH6AmIVdc9rlH6-Mh0RFO1JYnxfRpDSbkUJA=s88-c-k-c0x00ffffff-no-rj,0,0,100,100,,
https://www.youtube.com/channel/UC1gVQlgtp52B2csqZ24uDXw,خدع زياد - ZEYAD TRICKS,https://yt3.ggpht.com/2cxtF5BThXPJ-gZrCPZwFrnho9M2kkePTMl96gzzOdMd6Pe1TvfqrYj1WMz6yLBGPZo09XTs=s88-c-k-c0x00ffffff-no-rj,10,0,100,100,,
https://www.youtube.com/channel/UC1kUwhl5rgPuevlExrPUYMg,Car_Trick l كار تريك,https://yt3.ggpht.com/ZLtkiy9IwXwY8LWhmskgTEpgdItHGptCV_wQa7g6ddqo0ds-XklHF4_zCsysBXQIXSR3Xv24MQ=s88-c-k-c0x00ffffff-no-rj,2,0,100,100,,
https://www.youtube.com/channel/UC1oigGPZ4A6atKCnj17ow8Q,FREESTYLEBENDER,https://yt3.ggpht.com/4o_DkS1yHfVCN8ZpVfBKsqrkhUA9bUBOdI32xEA2N682_LrKKbSw4YWPElUgokDYy96xv6Z3TA=s88-c-k-c0x00ffffff-no-rj,5,0,100,100,,
https://www.youtube.com/channel/UC1tz3YjeLtcbPBnqKjXpvwQ,شغل عقلك واربح,https://yt3.ggpht.com/ytc/AKedOLQAb3QtOrHv2vzSVVSfKHH3n4obWCWVtqV1TL8m=s88-c-k-c0x00ffffff-no-rj,1,0,100,100,,
https://www.youtube.com/channel/UC1y5HjMr1P_2JCw1wgIHtFw,Jamil TV,https://yt3.ggpht.com/qBfZeehYt5NY77Vic2xNc2f6pXdlT2_uhToCsb2ufIy0YiR-5Kvim1_T3kgDCX93T9tgUzFn=s88-c-k-c0x00ffffff-no-rj,10,0,100,100,,
https://www.youtube.com/channel/UC21Fvlzs4C91jRjuheSe7_w,بتاع اقتصاد Tal3at,https://yt3.ggpht.com/CFz70aB0epuvtChS40HWvY6r3J6k36_MtMjeSmGzT1h0BmR7noK9jufkL6Dznvm-p0-y318Spg=s88-c-k-c0x00ffffff-no-rj,10,0,100,100,,
https://www.youtube.com/channel/UC24rjl414_JVh9ObuNFWvVw,مصطفى خفاجى 111,https://yt3.ggpht.com/ZFqgobwKP-Bwgw__2DX8-qD1pDeMPJZILR1Kqo_V9gw2Kd3y8bHri_gpkUWBPnbU9dvGcJcixA=s88-c-k-c0x00ffffff-no-rj,0,0,100,100,,
https://www.youtube.com/channel/UC2C_jShtL725hvbm1arSV9w,CGP Grey,https://yt3.ggpht.com/ytc/AKedOLS7B0VZFxgHWsLLpXC2rHY7bflcvjVuN68OFVY6=s88-c-k-c0x00ffffff-no-rj,3,0,150,150,,
https://www.youtube.com/channel/UC2GaEw8keULgTCvRkf8__lg,عبدالله النعيمي,https://yt3.ggpht.com/uxvwdyfQs-07G_EbvXc2-IGu_9dnFpROb_BQ9GC4GxJ3vMlNSG9OArkZ9GEuLQiAaEFGVU7Eiso=s88-c-k-c0x00ffffff-no-rj,1,0,150,100,,
https://www.youtube.com/channel/UC2O2xML7kL6Rbv3fjyi74xA,Zach Star Himself,https://yt3.ggpht.com/ytc/AKedOLR-fwEpMTd915Ay3IXYuExiotyzfwO46_0yURwR=s88-c-k-c0x00ffffff-no-rj,30,0,300,150,,
https://www.youtube.com/channel/UC2hMzwhfYB1M9r2OvIk08WA,صدى المعارف,https://yt3.ggpht.com/ytc/AKedOLTSh6Cdtws4JVxi4ACRjrLnXOQrX_5cBRUSM01Nzg=s88-c-k-c0x00ffffff-no-rj,5,0,250,250,,
https://www.youtube.com/channel/UC2kYzKESojoSZj0a-hB5sng,А ну-ка Давай-ка,https://yt3.ggpht.com/ytc/AKedOLQ0kqtjG5NoP6WNTj5piKin80i-RAB75POS6xHXuA=s88-c-k-c0x00ffffff-no-rj,3,0,100,100,"Unknown : 53.3%
35-44 : 46.7%","Unknown : 53.3%
Female : 46.7%"
https://www.youtube.com/channel/UC2q9knz5eQyQrnlJ9vSBKZw,Morad Fatayer,https://yt3.ggpht.com/ytc/AKedOLRp3ScmrCoKHFe4b9UAbXC3-24XwNWULxT7_M2D0A=s88-c-k-c0x00ffffff-no-rj,13,0,250,150,,
https://www.youtube.com/channel/UC2y5U9wW2-Ny1nWS2jFPlzA,السهم الممتنع,https://yt3.ggpht.com/ShOKyU0nR6NjQBqhwVBhcsZojuqZ6W59_CDKDpkplSWrx4WbaXbUStj3hiVPUtvbZLDDoqESrQ=s88-c-k-c0x00ffffff-no-rj,13,0,250,250,,
https://www.youtube.com/channel/UC32oVb-nfyRBNlWzUw3dC5Q,Wysetrade,https://yt3.ggpht.com/LHgfMrJPgHzGkGE8UN2cVitYMQkwSFbhijmCqoyIO35O6PV69o6QQcPV6ijTuZxytlPEdYXp=s88-c-k-c0x00ffffff-no-rj,50,0,450,100,,
https://www.youtube.com/channel/UC38qyykWZIldE6pX0r642Ug,DOCE CEREJA 🍒,https://yt3.ggpht.com/hKVMtSFG8gA2jHoP1nMps3EilrR7pMqFxrXXg_HAa-X8c8TyBLUBaH77J1TUZ33lXkMBXojdiak=s88-c-k-c0x00ffffff-no-rj,8,0,250,100,,
https://www.youtube.com/channel/UC3HJv6JriejmABDHWi9OCjA,Milliy TV,https://yt3.ggpht.com/ytc/AKedOLRtj-KOV3JqTduTDMnQJNV7Wl9uFVCDZh09YW2GFw=s88-c-k-c0x00ffffff-no-rj,20,0,1000,150,"25-34 : 47.3%
18-24 : 12.2%
35-44 : 25.7%
45-54 : 14.9%","Female : 73.0%
Male : 27.0%"
https://www.youtube.com/channel/UC3KGR_wGSNuOozXe7qxEV-A,موندو Mundo,https://yt3.ggpht.com/ytc/AKedOLSl2QTABx1D72WfqTMz4TaAi2MgwJ3kwjlVKn8gCw=s88-c-k-c0x00ffffff-no-rj,2,0,100,100,,
https://www.youtube.com/channel/UC3MPYRizVHZ6ktOqrkxqLEw,Marketing Sah,https://yt3.ggpht.com/EXojDrGq9Kp9pscHm7JH1Czt9ZkCmgAPrgdXzrryKGOfZAsTUgX-yB_GEZKbqbwCitaoxWP2Qw=s88-c-k-c0x00ffffff-no-rj,15,0,150,100,,
https://www.youtube.com/channel/UC3WL-tqPh1KCvmUA7xnCJtw,يوميات ام تونى,https://yt3.ggpht.com/s7MoqcM8dkcYstG_62WCC_e8Qxh3bBQdtW6QHZLQ41hXtdW2T2Rr3-Kgj-cagsem1z392lM053E=s88-c-k-c0x00ffffff-no-rj,25,0,250,100,,
https://www.youtube.com/channel/UC3YrvS02hij_tomydKBHfQQ,Carl Hustle,https://yt3.ggpht.com/WuPRNUjk3hOZQlbaheDZ4u4_tPp2VPPD1C5BD0p-jGb0bSeRf_UbgHUPgUHThdbK_AmMYpQwjw=s88-c-k-c0x00ffffff-no-rj,11,0,100,100,,
https://www.youtube.com/channel/UC3auaGdTQLlbT9noE_zE_ZQ,DR.earnings دكتور الربح,https://yt3.ggpht.com/9aqmHjWfBZepC6FZpPC1WXccUiEcXadfglQkjZSGjBvloJpHiNX8wddIK9q2czaCchfglj2L=s88-c-k-c0x00ffffff-no-rj,3,0,300,150,,
https://www.youtube.com/channel/UC3cpN6gcJQqcCM6mxRUo_dA,Wendigoon,https://yt3.ggpht.com/AiO15WuxEOHj2ADa3v9X9euz4MHEzCNZ7XY05JOQUSffoNT4hvWs-dhdZmbkmMlpp5RsnWcorg=s88-c-k-c0x00ffffff-no-rj,30,0,300,250,,
https://www.youtube.com/channel/UC3iNdSV_RQU7DHTGpqEW96w,Andrei Terbea,https://yt3.ggpht.com/ytc/AKedOLTG263rDr8ZRAdYND4NvmciRdd0Uk08W7LOf1ijeg=s88-c-k-c0x00ffffff-no-rj,10,0,100,100,,
https://www.youtube.com/channel/UC3mB75p33VLYk3nv2SOVrmw,Meme Zee,https://yt3.ggpht.com/ytc/AKedOLT1lYQWMY0nINjblPAck_sGVCN5QivABQBVhqUHkg=s88-c-k-c0x00ffffff-no-rj,1,0,150,100,"25-34 : 21.2%
18-24 : 60.6%
35-44 : 18.2%",Male : 100.0%
